date;aapl;abt;agn;aig;all;amgn;amzn;axp;ba;bac;biib;bk;bmy;c;cat;celg;cl;cof;cop;cost;csco;cvs;cvx;dd;dhr;dis;dow;duk;emr;exc;f;fdx;gd;ge;gild;hal;hd;hon;ibm;intc;jnj;jpm;ko;lly;lmt;low;mcd;mdt;mmm;mo;mrk;ms;msft;nee;nke;orcl;oxy;pep;pfe;pg;qcom;rtn;sbux;slb;so;spg;t;tgt;twx;txn;unh;unp;usb;utx;vz;wba;wfc;wmt;xom
1999-12-03;5.4698440;3.2099592;4.3744920;4.3008511;9.1207123;13.5003297;14.4274974;3.1403873;2.8681376;2.6501500;58.2646173;5.2450852;7.3795229;4.3209456;3.8628532;17.3632476;2.9583172;4.0030108;3.6170869;3.6525721;4.6643916;5.2920273;3.0405406;2.3891039;4.6618422;4.7916811;3.2707675;2.5555784;3.0366716;6.0209531;2.6796861;2.9935111;4.5389800;2.4837265;30.9380562;7.0072996;2.1053739;4.8320863;5.9682259;3.8983166;2.9618986;3.3611621;2.0310528;4.1770757;4.9538569;6.5821101;2.7707597;4.8343223;3.8055862;4.1564989;2.6930454;3.2577004;2.2916762;3.7458742;5.1872210;10.4864085;5.4330786;9.8739786;2.6546381;1.6232189;6.5180339;5.3469328;11.8798320;4.1459516;3.0446276;5.9616593;4.7847015;3.3144073;13.8200333;5.7867791;7.9829903;3.9140648;4.0136841;4.8349412;2.4074380;4.1981278;3.9138488;2.4247076;2.8288634
1999-12-06;8.8729663;3.8798975;3.1328181;2.0893331;10.2285016;8.9197143;18.8167635;2.6090383;4.3509463;5.6254945;26.5368217;2.8536287;2.8451368;2.7927975;2.3540631;6.7619343;3.4894893;4.4689059;2.4444034;6.3446738;3.9325005;11.8537807;1.6021251;2.7832510;4.3798093;3.9535097;3.2371745;1.9269194;2.5511610;3.7914796;2.6974801;5.5289344;4.9350873;2.5382200;16.3536629;11.4594751;2.0730426;8.0197678;4.1934245;3.6681036;3.1129006;7.5744793;13.1408267;3.5825931;8.6002315;5.2717396;3.4607204;3.9301317;0.9613016;3.9644115;8.5798899;2.1046873;2.6460633;2.2875086;5.4451400;5.1545243;6.4499624;3.8033238;3.9736723;2.5760463;10.4659997;4.3263536;13.2617083;6.1353386;3.7900674;4.6125343;2.4870898;2.4098469;7.0941483;5.4055406;3.5803630;1.8306642;14.2788004;7.9398700;3.7126179;8.0162543;3.4552354;2.8465946;1.1136608
1999-12-07;9.5274512;4.0480416;9.4412613;5.4164444;11.0236695;9.3014223;10.6939997;2.3836356;3.6173269;5.4449969;26.3051151;7.6821614;6.5517685;3.2184758;3.8002417;64.8206464;10.7709876;8.4652100;1.9742763;8.1039089;3.5242381;7.8012770;1.5005159;7.2490444;9.0832233;4.8698837;2.9491138;3.4090535;2.9467262;2.8394549;3.1479013;4.7042392;4.2655304;3.2009515;13.3640817;12.9489097;3.4140447;2.8920039;6.7340655;5.4253116;3.7324936;4.3925716;6.8168585;4.9867395;10.4174405;9.7900424;3.4053720;10.0788414;2.3151915;5.8000576;3.7897765;4.1068455;2.3061657;3.0513723;4.0094910;8.8797293;10.5824480;2.4800096;3.6007394;3.1850883;10.1082315;3.9964560;4.8709984;6.8028954;4.1983290;7.3863429;4.9270035;2.9004573;9.3358465;7.9455940;7.3752777;3.2804657;11.8274715;9.7218601;3.7560776;4.6300999;2.2945274;4.8322411;1.9461125
1999-12-08;14.6756561;3.1693328;7.6291801;2.8552071;3.7922809;18.6281959;23.6267777;3.0792509;2.5619652;7.6761010;25.8927274;5.0943093;3.4910812;3.9908555;6.1934014;17.0639026;7.0094621;3.3675245;3.6961678;4.1236032;4.6122738;2.5483882;3.7993259;2.6622169;7.7111029;5.1034365;2.5482057;1.8935525;2.6364163;6.6807775;2.0383281;6.0656353;4.8900365;2.8739083;25.2710233;14.9342871;3.4867684;2.8342472;5.1906759;6.3358315;4.2458613;3.7933397;2.6467165;2.8288378;5.0831368;3.7328820;2.8971838;5.7601199;4.5433656;4.2858963;2.0631660;6.8555697;3.0604014;3.6336875;4.4387220;12.5030821;10.1768486;2.3360183;2.1609969;3.5705941;11.2835721;2.4573378;18.8955163;11.0816125;2.8587765;4.8615586;2.2177825;1.7085874;6.8189688;7.0019390;5.6580484;2.2228209;10.5253955;5.0094472;1.6296738;9.4876145;2.6677095;3.3835938;1.4981078
1999-12-09;35.2505093;8.0887529;4.8759718;3.8394289;6.3415431;25.3793344;129.3689526;4.0602521;3.9162737;7.5915249;47.4823032;4.9407051;3.6065775;4.6357626;3.6116736;13.6398700;7.0944161;10.0947764;2.7697867;9.0664636;11.1103566;12.5753727;1.4724067;3.9635996;3.6029315;3.2877977;2.7566300;2.8676538;2.8208136;2.7436050;1.1075865;4.1977397;4.4576069;2.0904151;10.4491212;15.1040834;12.0661973;2.5556083;18.7264089;5.2448293;3.3018782;6.5712075;6.0082427;7.5512963;6.3026071;7.1116486;1.3573366;6.0966278;2.2572328;7.2626284;5.8609745;2.1297608;3.0607937;3.4032833;5.3287743;8.8897822;7.4529989;7.0416594;2.0766600;3.0202622;16.1571246;2.0276539;11.7863871;10.4838723;4.5000795;5.9086333;3.4737482;4.2066476;7.7134540;12.5529775;10.7269183;5.3425157;10.9921881;3.8085636;1.5846068;5.9055470;3.4357475;10.7525198;2.7862069
1999-12-10;32.7405710;6.0263847;15.4332656;3.8761791;7.8101358;5.4789035;33.2534559;3.0283849;5.5821483;6.3408159;34.7446393;6.2163815;4.1238368;2.0869269;6.2666456;71.6889740;4.7944925;4.5692875;2.9981242;2.2240381;8.4470793;5.6936234;1.0142974;3.5789898;3.3946049;6.6972721;1.9696656;1.3031760;3.4710677;3.1834358;3.0123378;8.1967191;2.6568067;1.9860524;22.2552387;11.3761174;1.8315888;3.4942193;10.0216060;6.7053060;2.5394190;2.8644934;2.7182344;5.3178854;5.7635432;5.7493564;3.8185171;11.6395289;1.0522233;7.5991158;2.9285757;2.2029819;2.3391983;3.2801229;3.5836796;8.8043596;8.8599851;3.3505005;3.7635983;2.2041658;7.0903381;4.3443043;27.1231857;6.2416088;4.5883853;7.1833679;2.2402038;5.5542148;13.1299676;12.2767170;16.9891530;2.4205611;7.6299040;4.4976807;2.0283372;4.8555719;2.3096243;10.5175538;2.6418912
1999-12-13;10.2982734;7.4501475;15.6947486;3.2512693;3.1386002;10.5703238;15.9113933;1.7871790;2.8327495;5.5736583;29.5145599;2.5930750;1.4457151;2.0603764;2.9628022;31.8820836;2.7153583;1.6211709;3.7789805;3.5210935;4.4648079;6.5419647;1.1138179;3.5435594;2.3655852;3.8397385;1.8752080;1.9805578;1.8952626;3.1438995;2.3530022;3.4480266;4.1749077;3.6592237;34.3223932;10.3093670;2.2237918;2.7516080;4.9913689;4.2542561;2.1197912;2.6215466;2.5977935;2.3165125;5.9468832;7.4671263;2.1295868;10.0018056;0.8280580;5.6884214;3.5611701;2.1069662;2.3717903;5.0245317;9.2955500;8.2558021;7.0644077;5.7468825;3.5208770;2.9801554;11.7703302;4.9679154;26.8869598;6.6520529;4.0185527;9.3125932;4.1312444;4.0476287;12.6268617;8.6316439;8.6605734;3.6241840;7.0605477;3.5483730;2.1475508;2.8701764;2.4597892;7.8484483;2.6683018
1999-12-14;12.5354362;4.4980187;5.6069854;5.5939997;3.1768912;5.9334123;21.6640322;1.6385567;3.8162130;5.5937614;25.8947417;5.6032445;3.5474781;3.7328577;8.7764603;29.5797811;6.1481112;5.3481768;2.5367445;2.3777418;2.5893825;9.1144401;2.2192979;6.7917898;4.9279411;4.6978523;4.7429070;2.5489952;3.1325589;4.0037309;3.0766984;4.8456406;4.6374528;2.7050985;9.0938374;13.0536669;2.6434772;3.3781865;6.7715693;6.1599275;3.4131972;3.4207861;1.9769031;6.7820611;4.7944620;2.7480791;3.6737451;4.5791137;2.8015971;5.3252979;6.0587163;1.3593991;8.0920741;3.7793847;13.2887153;26.2512497;5.5675717;3.9911538;4.0354650;3.5832900;13.8968501;4.4372634;19.7828354;8.4668131;3.8905914;18.5006150;5.7149619;7.0652137;14.3142162;10.0419717;9.7393963;3.3830945;5.6924585;4.2243289;3.7606100;8.8720779;5.7777255;3.0264893;1.9381231
1999-12-15;16.3590647;7.4589344;9.1221680;3.1007437;4.0579205;19.8659690;27.0756090;1.7392231;6.8655979;5.1197053;27.5192497;4.2494391;5.1436818;3.3597026;7.1200976;11.8327477;4.3406844;4.9877518;3.2552466;2.5511978;8.3506173;10.0165839;3.6385906;3.1394559;7.8184850;9.5962112;1.8312037;3.4740407;6.2096528;4.1264419;2.0119118;11.6270046;6.3061070;2.4871095;43.1255162;7.9692890;2.8080732;4.1263439;4.2813217;10.6085141;2.5223250;5.9755415;2.8294790;5.9381783;4.3844405;6.7731214;3.0403229;4.9728597;2.0286030;5.7285687;4.2508313;4.2467047;11.1559561;4.6835056;7.4000612;23.9589492;11.2607057;3.2138007;4.7635504;2.6346511;13.1285489;4.4823886;8.9689493;5.8501145;5.9977827;13.7807696;4.4142653;9.9839838;24.2913401;15.1747428;8.9338721;2.6384582;9.4868228;3.9186100;0.9897264;3.7076685;7.1027236;4.8325557;1.9352102
1999-12-16;20.3107737;12.1498856;6.9876833;3.6667181;3.6472056;11.2875583;13.0586650;3.9365177;3.5958412;5.2312175;73.9199829;10.9934541;4.4514198;7.0886227;6.3370636;14.2082270;9.7170528;8.3692373;2.6492612;1.9913756;3.2107639;9.1042759;2.3989877;4.2187040;5.3469335;2.5458566;14.4937516;2.1794447;5.6823063;2.2536025;2.5396520;11.3054179;5.5513597;2.9317287;7.0789728;9.5339475;3.6755414;5.6313735;9.0193611;5.8963332;2.8071940;6.5393341;3.4908926;4.2950264;4.8324118;9.0966729;2.9048786;8.0789087;1.3713054;4.0595231;3.8059181;3.8739851;11.2300796;2.6091760;13.8955240;10.9358181;9.6698792;4.1890267;5.3595567;3.1614128;8.1372757;9.1152924;9.8404291;6.7412976;4.1844068;10.6454257;3.4717570;5.7970171;11.1453509;12.9727124;5.0295186;1.5971921;9.6692584;6.9488497;2.4046899;5.5156648;14.5502467;7.8382825;3.0355724
1999-12-17;8.9168554;14.2156205;12.2305625;3.7594925;7.0947131;5.7979696;5.7581179;1.6494983;5.9713948;4.1434986;27.3659341;4.1279834;3.2159487;5.9722958;6.1859730;8.9762093;6.1046663;4.0912638;3.1714757;2.9060508;3.4389883;17.0182229;1.6642752;5.3181259;2.3955014;3.9929658;3.8208177;3.5086768;4.9399630;2.3032528;1.9053694;26.2627810;2.7830014;5.6994904;8.9970634;8.3477868;4.1545017;3.8662417;1.9396063;4.8021548;3.1879593;7.0289934;4.1997597;3.3465865;7.1916696;4.7538344;2.2581575;6.0833762;1.1231919;6.2341097;4.1051185;6.8389597;6.2950737;2.0676923;34.1382491;8.5094705;12.6048174;2.7733776;2.2030403;3.4865967;9.6754302;2.1941896;12.3868061;6.0577746;4.3401721;13.3492384;1.8615179;2.5294197;8.7844605;4.0993523;2.3792974;3.5568408;16.4037689;3.7398706;1.8147906;17.1964685;3.8931109;6.3697398;3.2663529
1999-12-20;6.0528644;3.3204446;10.3910317;7.3783836;15.0528161;13.1489610;22.4160925;2.3576957;3.2355837;4.5240006;33.3085507;3.0960936;4.1580805;4.2234419;3.1134725;10.0858227;3.2035285;3.7727228;3.3572024;2.7803898;2.5179369;12.2308769;4.1727793;4.9118638;1.4973536;3.9914017;1.5432334;1.0743674;4.4856048;2.8319561;1.9348424;11.8070582;5.1915027;1.7884435;11.9714167;6.1062522;3.1950172;11.8782364;2.3654797;5.9899249;4.5807186;2.6833450;4.2777667;4.2174089;4.8741237;6.6655117;4.7099517;4.2241679;1.9344245;6.2131379;3.6486209;5.2679566;3.0458556;3.0982048;10.2787910;9.4170028;11.5307803;3.9657841;2.9247983;3.1835054;14.5330305;3.6356033;6.3188367;2.8798297;2.7666215;12.1721871;3.7027318;5.0924249;10.6722068;6.5204949;8.6655706;5.9227546;13.4728742;6.6652832;1.5429310;6.9419921;4.2986424;6.1052007;1.9001797
1999-12-21;10.9851789;2.7411814;7.3289306;5.6289959;4.4678561;8.7213474;15.7620680;3.8734147;3.0824100;9.6585925;79.2863483;6.6763401;6.7914484;8.5093729;6.7813131;4.4718742;5.5217714;5.3890762;3.9611653;1.6725260;3.6939641;9.6862898;4.4439859;3.5663474;1.4845765;6.5301616;4.0560678;5.5083542;1.9962665;2.0011757;1.0276317;5.4021656;10.0578504;2.7682886;31.9095363;10.3898986;2.9609750;13.4184925;5.2963300;5.8445353;1.8328962;8.1862294;5.1471020;4.2525631;4.3323735;5.6802853;3.4242552;10.3298038;2.4648009;7.3032617;2.6620831;6.6569139;6.3249720;4.9976146;8.5765949;5.5850746;8.9899254;4.3921671;3.7581716;4.1048692;12.3755661;2.7166471;17.6358849;6.5246598;5.4103551;16.0192603;3.5276709;6.1178957;6.7569583;11.5352021;3.8649800;21.5129578;13.3014147;7.3948112;4.3256525;8.1169995;7.8764171;4.7708284;3.2093513
1999-12-22;10.3240428;2.2864779;6.0977360;4.3548412;4.2460888;10.8813025;18.8832306;1.0419952;3.5888989;5.2360948;72.4238324;1.8949337;12.0171192;4.0130860;3.9883219;9.0535561;7.7669704;2.7300989;3.9772989;2.2831874;6.3644153;4.1465314;2.4869348;1.8792502;6.8459128;3.6776098;4.9193544;2.1861113;4.9684177;0.6556731;2.5745679;5.8091254;5.4675184;3.1363251;83.3796146;5.4195016;2.0120597;6.2502277;1.8109896;4.4890636;2.4247949;2.6682840;3.9224476;9.4461795;5.8374949;4.7253764;2.2859166;9.5497023;3.2701215;3.9134460;4.2194441;1.7939649;3.8329410;3.6089329;5.1788408;11.6584498;6.2693080;2.4423509;4.4021502;2.0353147;20.8563389;6.1874519;16.4369695;6.2471353;5.0601249;9.6484123;2.3148102;4.8129653;8.3793811;6.1334411;6.6082954;2.5945399;6.3882016;4.4446937;2.9056817;5.4612813;4.1263873;3.1711419;1.4493418
1999-12-23;11.8272859;3.7824725;12.7375387;3.0158206;5.7462537;6.5595078;18.3677418;1.6708980;3.9706898;1.6853665;106.4401137;4.5280639;6.2242136;1.7089095;6.3308080;18.6890228;4.0667432;2.4994260;2.0172060;2.3482745;3.0844210;10.3304972;2.4642142;2.5751718;8.1854500;3.7229056;2.2927778;1.8004460;1.3659023;1.4984497;3.3224845;2.3081152;13.8552373;1.9130299;28.7936201;6.6093527;2.4312172;2.8581012;2.0849684;3.4488323;2.3130947;2.4843013;4.0579002;1.5962546;5.1293227;5.7357715;3.3943756;12.1423148;0.7940678;4.7881037;2.1041443;1.4640857;3.4320787;2.4743505;5.2033252;7.5858524;6.4709035;3.2582125;3.9594869;1.4715459;10.2530493;6.9673324;11.8553240;5.2807357;3.3292573;16.4183866;3.0941120;4.5849791;9.1934730;4.5291624;2.1815519;3.5291274;4.5023024;8.8416880;3.0653838;4.3509598;2.7473477;3.6539859;2.7155756
1999-12-27;13.5073586;2.7079190;19.3020279;2.6860373;6.8208227;14.9374442;53.6859865;2.4704636;1.9616599;2.4117542;26.0214646;2.8501422;4.8984809;4.1345725;8.4614063;16.2735620;5.8441149;6.0272618;1.5067144;5.0498893;3.9897197;8.1940392;4.3344609;2.5718769;4.4236112;2.8266241;5.0762353;1.6548105;3.9121968;3.4500677;1.1927709;5.9936788;8.1842970;1.2740543;18.9374017;3.7298285;1.1840853;3.1483146;1.9566156;4.0819741;2.2407011;3.5011908;2.9138332;4.1643272;6.7202203;4.9337826;3.0755569;5.9393298;4.1939496;7.1476686;2.5008266;2.3908442;2.7541666;4.4271978;3.9816353;9.4286662;4.1509357;2.8622715;3.9528236;2.9056924;39.4288926;10.0633183;12.6980519;2.8408509;3.3146424;8.7393532;4.1087074;6.5714041;18.4508613;6.4919442;1.6580825;1.8587444;8.2380376;9.1502624;9.4473251;7.3786581;3.7735993;4.8011516;1.4532886
1999-12-28;16.0260695;2.4039067;9.0542264;1.7645869;3.8445443;12.8827936;20.3689834;2.5420796;1.5789350;2.1676720;54.2042216;3.5172081;3.6066024;2.5640697;4.5306367;15.0215675;2.5165945;3.9369548;3.6053590;2.1325828;3.7596234;5.0958228;3.0175870;3.7121705;6.9159627;3.1705904;2.7104417;1.5057381;2.2782572;1.9301990;1.1939461;6.4982575;4.5106920;1.2507479;25.8848092;7.3275786;2.1901344;5.6521117;1.2897357;4.2146214;2.7086183;2.0674334;1.5810384;3.0973607;8.0379379;1.4511599;2.4390126;3.5359703;2.2276313;10.1907620;1.4379946;1.9333984;1.6934674;1.5332568;3.0064890;9.8981893;6.5312992;5.3100993;2.3109229;1.4354316;35.5267255;7.1315700;6.1747853;3.7708939;3.0873192;6.6960862;4.5283141;1.5785820;6.9575517;3.9759584;1.8662858;4.0622905;4.5042566;9.0614497;4.4303463;3.4136302;2.9054200;2.6169431;1.3797224
1999-12-29;11.2863356;2.5338427;7.8565058;1.4741551;4.3319216;7.4358275;7.6354513;1.3927116;1.5876249;3.0536866;19.6379776;4.7953776;3.1888242;2.8537774;5.3393051;9.8117636;2.5225088;2.2902097;2.3991521;1.8009698;2.8670229;3.1919604;1.9255498;4.0099194;2.2736695;3.2640451;2.3188712;1.1840537;1.5413131;3.1198555;1.6950079;4.0371141;4.8138550;1.2543315;22.5270972;4.4032516;3.1974071;2.4191432;1.2320649;5.1602095;2.4450041;1.8236440;1.5312826;2.5629629;10.1062683;5.1797549;1.3927207;9.4335191;1.0487908;13.6784707;2.7331835;3.3023161;1.6764284;2.2555277;1.2479800;6.3568032;8.5390417;2.2520312;2.2724577;1.8193372;45.4192347;6.9408917;3.5957879;2.3271295;3.1158513;8.9437962;4.6010307;2.5961692;7.0240075;2.8676741;1.5771044;1.5586311;10.6730061;2.9723405;1.7736657;11.3498417;2.8194836;2.4726609;1.7233811
1999-12-30;13.2466010;1.9179228;5.6453401;0.6401914;4.2982727;8.7950251;14.0311758;2.8188995;2.2298759;2.2928694;20.5439360;4.3337044;3.0841209;2.9602737;3.7408549;12.8476440;2.9863697;1.2935180;2.5679751;1.4392017;2.0886671;4.7150795;3.6497124;1.7052425;4.6267168;2.6565471;2.9182300;1.3718170;1.0673364;3.2029163;1.6597935;4.1373387;5.6878087;1.0647259;12.4420303;3.8447519;2.4391271;4.6952500;1.5860492;2.4039355;2.0277287;2.0715816;1.8263097;4.6888254;6.9062153;3.3358655;2.4168812;6.8343786;1.6483749;7.9814028;2.5010688;1.7112927;1.5491568;1.8812230;1.6955636;7.5429904;2.9666380;2.4838877;2.2399054;1.7974134;90.9583778;4.7959649;10.4131525;2.3177442;3.0233635;11.3512228;1.9554172;2.7964537;4.1526465;11.9407422;3.1529483;3.5125131;7.0350633;3.3943665;0.9292274;3.9773782;2.8173937;2.7911276;2.0644839
1999-12-31;5.8256031;1.2751824;6.9874413;1.3538858;2.3172271;13.0978508;9.1770447;0.6810606;1.1409720;1.8399394;18.6164481;1.9722765;1.9290661;1.6078849;3.7789880;13.0253613;3.5636205;1.5888376;1.4358438;3.1980762;1.5051144;2.1863716;1.3609871;2.0538489;10.1135603;2.9049609;1.7305501;1.1860432;0.8448186;6.0014298;0.4583590;3.1827831;2.4066089;0.4717553;19.8150829;2.7658162;2.3472084;2.4027828;1.6156766;4.9814332;1.1259638;1.0425776;2.0136477;1.3178405;7.4697552;1.7332286;1.1784330;3.5863017;2.2804521;4.6966814;0.7768186;0.6874592;1.3113928;1.4524610;1.2393832;3.5095484;5.4724384;1.2731500;1.8126720;0.8236903;36.6473149;1.6759427;10.2458147;3.6668431;1.4586210;5.0806095;2.0266782;1.0405157;3.7110309;4.0402935;0.5218278;2.0738080;2.1525249;2.5541226;1.0167791;2.5295194;1.2401053;2.0152665;0.8759064
2000-01-03;23.4147058;6.1676873;6.3082493;6.8094439;15.4481289;29.3099770;29.2131635;6.0188739;3.4327084;6.3215747;66.8042579;10.3484563;3.3915106;7.4998808;3.8856870;5.9430369;6.1460327;14.0498860;1.7924252;3.7048314;8.5522710;17.9159993;5.0919615;4.5178113;4.2606343;6.4080481;2.4084037;4.7914575;3.5061859;7.6425664;2.7061450;10.9984014;8.6596698;2.7416104;9.6853424;11.5840366;12.3088672;5.7513918;6.5257255;11.5469189;2.6421073;6.9611756;4.5084474;6.3504543;25.5168146;13.3184214;5.2617172;19.0846954;4.7716677;6.4484649;3.8654686;5.3643204;7.6962155;4.4003121;4.0606121;35.2818582;8.4319329;8.1007357;3.2855857;2.4960935;105.6827834;11.5195620;8.7240461;5.0868818;4.2590125;8.0415586;10.5965600;6.2277024;54.5955630;9.2845894;3.1682698;2.2657483;9.3837985;6.4973263;3.5144199;14.0390649;8.1894023;8.3314619;4.3303257
2000-01-04;26.5357959;6.4646874;6.0070519;7.2435786;9.1655934;17.7466955;33.3828635;6.0096532;5.8066408;11.0282096;40.7199142;16.2940991;4.0304687;7.9339372;9.3243927;38.2249907;7.7945830;8.6136958;4.4678524;3.7346558;8.8017260;5.5708787;2.7343748;3.9015039;10.3722410;9.4472772;3.6616889;4.1747126;1.7050038;4.6055605;2.6340229;10.3189574;6.9921579;2.3955037;5.7324185;8.3075861;11.2207735;8.4454037;4.2861845;12.1355368;2.3785395;9.4677223;5.8255468;4.2170384;19.0628176;16.0743805;5.0972148;8.1984763;3.7100026;11.1062892;3.6704233;13.0696878;7.7939727;2.7295099;4.7635956;45.1848735;8.0520795;10.5704173;4.2965734;4.1726604;31.7821442;7.2333949;8.5053724;5.9730992;6.1796526;5.6876062;13.0007742;4.6890924;24.7238860;9.9849848;6.5891406;2.0371928;10.3109028;10.0318506;4.9351977;9.6063169;8.3147470;3.7974836;4.1406077
2000-01-05;54.1852378;7.1546637;6.7735397;9.8430029;10.2740233;9.2887737;53.5464527;7.2409396;7.1970913;9.2705070;175.9759627;12.6183053;5.6399389;9.6953976;5.2746953;8.8757548;11.6050651;10.2111683;3.5643279;2.8674626;14.3076895;8.3092086;4.5835954;6.8643235;8.1301687;11.6041255;4.1843092;3.4888091;2.7625843;8.5968098;1.9910765;10.6342018;13.8667355;5.6226246;6.0533397;6.5959802;9.4492042;4.3503268;7.0079522;19.0547067;3.9304415;11.2508060;4.9351973;6.0856932;17.5254027;14.1922307;9.9555849;13.5254946;6.7238256;4.1704461;5.7831103;10.8589339;11.0948512;8.9003774;6.8547035;38.1041524;9.0604325;4.0992201;9.4297796;3.8025227;135.7428735;3.9916776;11.4051685;4.2082896;5.7657912;10.0404306;2.8440539;8.7844395;23.7014172;9.8208139;5.9945160;2.6552879;9.0206540;6.6625613;5.2771045;6.9635465;9.7008866;11.5850087;11.7821759
2000-01-06;22.7393717;6.3270311;5.2349074;5.8310188;7.6256601;5.7276713;40.3323026;3.7250394;7.4023175;7.3386219;43.1082786;10.5743338;4.5695356;6.9177504;6.6371100;3.3568113;11.3508116;5.8831997;5.7937071;7.0753013;7.5772610;9.8746405;3.6195114;7.6264712;15.9410064;5.4766035;7.8914207;2.3600509;3.6826633;9.2557757;3.6876317;20.5670022;5.4864413;2.4662681;15.4158447;9.7652399;9.3142284;4.2647983;4.5407754;11.4994758;3.5167702;8.0257247;2.5962093;4.1797801;9.4689564;7.2866994;2.8203149;17.0253995;7.4520250;6.6280266;4.5564463;8.7050102;8.7859261;3.5326293;6.3644285;38.3664872;10.7558781;9.4531415;8.0723610;2.1383684;43.2190054;3.4934931;17.2218616;6.2344434;4.7450083;10.0927897;6.2895139;8.1390682;21.7423416;10.8120185;7.7215452;10.2375457;13.2453683;11.1253699;3.7080013;6.5051632;7.9145171;4.2008697;6.6818134
2000-01-07;23.1293120;7.2168801;16.8249983;5.7153809;15.4781406;11.7479270;24.7918190;5.0168342;3.2686640;5.7211307;29.0943573;10.2079427;12.3274327;5.1576039;11.3744260;26.5751560;8.7668556;14.5072667;4.3460162;9.6203519;7.2172841;13.8928062;2.8603048;6.5876110;3.4205130;8.7464945;2.7414208;3.0946041;3.4701477;27.0431280;5.5754037;17.2537923;8.1414006;1.5765532;77.2814376;8.5804708;6.0016164;5.9658359;10.2951025;16.0108957;4.4312003;8.9525165;4.1945756;8.8023514;8.9394025;8.9805022;6.3227317;16.5283699;5.7077417;5.5128631;5.9698178;4.0812721;12.0202344;4.0036105;4.8192332;23.1457067;17.8696620;6.2072926;5.4015972;5.0904778;57.9265451;12.4200181;8.7466886;4.3065629;3.5039400;7.1589488;8.2528882;4.7653403;13.8238526;5.1558902;10.1771096;5.2796108;10.8008136;9.3972454;2.5938219;9.4862500;6.5568146;5.5310326;1.7919374
2000-01-10;21.2079504;4.5700853;5.9891377;2.9897167;9.5550673;12.4607190;28.1423040;2.5856438;2.3714799;7.5528703;47.7638730;7.0789516;3.9757302;3.8861625;5.5641272;43.9736521;7.8043702;6.2279306;2.5891230;4.6246544;4.5433096;13.6029536;2.6535812;4.4969281;2.2906414;11.9442357;2.5496459;1.7937610;4.2483969;4.1953854;3.4417354;4.6438489;5.0115142;1.9431368;70.1534793;14.0641701;4.4849008;5.4432981;4.5273443;6.2111902;2.3915845;4.1430151;3.9322858;6.2040581;7.1187657;3.8010309;4.2864650;5.5202237;5.2188031;5.1618700;2.7372817;3.3063869;3.2609449;2.1585870;2.3070075;18.4441819;6.7516182;4.5908414;3.3834014;3.8706852;22.2538282;4.0540633;11.3671832;5.0822991;3.7692104;7.2167516;5.1150043;3.6007217;52.6508612;7.6843832;6.1455129;6.4968130;7.0466180;2.9966185;4.5284428;7.1205033;3.0839325;3.7002030;1.2570060
2000-01-11;15.8379630;4.1743749;3.3084761;5.2983384;9.0529455;19.1820745;31.4589661;7.1304099;3.5903326;4.1741584;35.8410088;4.6374770;2.3386511;5.6830929;8.1260859;22.4013093;5.6156077;9.6669866;2.9578198;8.9726393;5.9985207;7.9321742;3.8899001;2.9227663;2.1174879;8.2761528;1.4235439;1.9474220;3.9224079;4.4095276;5.6373819;3.9813756;1.5262686;1.1886521;37.5984789;9.9754233;5.5491841;3.5714739;6.5018652;9.2831849;1.8291267;5.1610485;2.4381908;5.5050173;11.4147493;6.5162029;6.8828032;6.2226074;4.3804210;7.8344458;3.2057505;4.6279824;5.5712220;2.5174243;7.2840412;10.7437845;9.5644220;4.1440291;4.5896631;1.7914089;25.9286526;5.2320377;4.9725493;5.9527499;3.3716141;3.8121402;5.1224582;3.4256381;31.3248347;10.5287514;6.2141792;2.3311372;6.3779067;3.7543699;2.1572949;10.2149155;4.6052116;4.7591191;1.6107475
2000-01-12;28.3058053;4.7340054;10.4477935;3.7203761;6.3600611;20.2353624;20.3744825;4.9227387;5.0511488;3.7410765;62.2459682;8.3738515;2.2930197;3.6642304;4.8378962;12.8740907;6.4384912;5.4293286;2.5002204;9.6918619;8.2842813;9.3863385;3.0842483;2.8755001;5.1315990;9.7572246;3.1192871;3.1494941;3.5184351;2.9398247;5.2721612;5.1160611;7.2658499;2.5512815;22.0380686;10.3968993;5.5259505;2.8044663;5.4390244;18.9274070;1.9818106;4.4359873;4.0544993;2.6939867;8.2421263;10.8823404;8.2704170;4.6528353;3.2721831;5.2336893;3.8101292;4.2758461;10.9262827;4.1164712;9.6759060;25.8562084;4.2833720;3.5910003;4.3361826;3.6971736;33.8448439;8.0689763;9.8850312;6.6960804;4.9851667;4.1799847;10.0542495;4.5720565;18.8332430;8.2427332;4.5681689;2.1956345;13.1730488;6.4255090;5.1275319;4.4186622;6.0999841;3.3010714;2.4805295
